x	y	label	showSelected1	group
0.5	-0.05	Pseudomonas	Pseudomonas, Cryptococcus	551
0.5	-0.05	Pseudomonas	Pseudomonas, Inocybe	552
0.5	-0.05	Pseudomonas	Pseudomonas, Metarhizium	553
0.5	-0.05	Pseudomonas	Pseudomonas, Mortierella	554
0.5	-0.05	Pseudomonas	Pseudomonas, Mucor	555
0.5	-0.05	Pseudomonas	Pseudomonas, Ovicillium	556
0.5	-0.05	Pseudomonas	Pseudomonas, Penicillium	557
0.5	-0.05	Pseudomonas	Pseudomonas, Phialocephala	558
0.5	-0.05	Pseudomonas	Pseudomonas, Russula	560
0.5	-0.05	Pseudomonas	Pseudomonas, Tomentella	563
0.5	-0.05	Pseudomonas	Pseudomonas, Trichoderma	564
0.5	-0.05	Pseudomonas	Pseudomonas, Umbelopsis	565
0.5	-0.05	Pseudomonas	Pseudomonas, Wilcoxina	566
0.5	-0.05	Rhizobium	Rhizobium, Spartobacteria_genera_incertae_sedis	580
0.5	-0.05	Rhizobium	Rhizobium, Sphingomonas	581
0.5	-0.05	Rhizobium	Rhizobium, Absidia	567
0.5	-0.05	Rhizobium	Rhizobium, Amphinema	568
0.5	-0.05	Rhizobium	Rhizobium, Cenococcum	569
0.5	-0.05	Rhizobium	Rhizobium, Chaetomium	570
0.5	-0.05	Rhizobium	Rhizobium, Cryptococcus	571
0.5	-0.05	Rhizobium	Rhizobium, Inocybe	572
0.5	-0.05	Rhizobium	Rhizobium, Metarhizium	573
0.5	-0.05	Rhizobium	Rhizobium, Mortierella	574
0.5	-0.05	Rhizobium	Rhizobium, Mucor	575
0.5	-0.05	Rhizobium	Rhizobium, Ovicillium	576
0.5	-0.05	Rhizobium	Rhizobium, Penicillium	577
0.5	-0.05	Rhizobium	Rhizobium, Phialocephala	578
0.5	-0.05	Rhizobium	Rhizobium, Russula	579
0.5	-0.05	Rhizobium	Rhizobium, Tomentella	582
0.5	-0.05	Rhizobium	Rhizobium, Trichoderma	583
0.5	-0.05	Rhizobium	Rhizobium, Umbelopsis	584
0.5	-0.05	Rhizobium	Rhizobium, Wilcoxina	585
0.5	-0.05	Spartobacteria_genera_incertae_sedis	Spartobacteria_genera_incertae_sedis, Sphingomonas	603
0.5	-0.05	Spartobacteria_genera_incertae_sedis	Spartobacteria_genera_incertae_sedis, Absidia	590
0.5	-0.05	Spartobacteria_genera_incertae_sedis	Spartobacteria_genera_incertae_sedis, Amphinema	591
0.5	-0.05	Spartobacteria_genera_incertae_sedis	Spartobacteria_genera_incertae_sedis, Cenococcum	592
0.5	-0.05	Spartobacteria_genera_incertae_sedis	Spartobacteria_genera_incertae_sedis, Chaetomium	593
0.5	-0.05	Spartobacteria_genera_incertae_sedis	Spartobacteria_genera_incertae_sedis, Cryptococcus	594
0.5	-0.05	Spartobacteria_genera_incertae_sedis	Spartobacteria_genera_incertae_sedis, Inocybe	595
0.5	-0.05	Spartobacteria_genera_incertae_sedis	Spartobacteria_genera_incertae_sedis, Metarhizium	596
0.5	-0.05	Spartobacteria_genera_incertae_sedis	Spartobacteria_genera_incertae_sedis, Mortierella	597
0.5	-0.05	Spartobacteria_genera_incertae_sedis	Spartobacteria_genera_incertae_sedis, Mucor	598
0.5	-0.05	Spartobacteria_genera_incertae_sedis	Spartobacteria_genera_incertae_sedis, Ovicillium	599
0.5	-0.05	Spartobacteria_genera_incertae_sedis	Spartobacteria_genera_incertae_sedis, Penicillium	600
0.5	-0.05	Spartobacteria_genera_incertae_sedis	Spartobacteria_genera_incertae_sedis, Phialocephala	601
0.5	-0.05	Spartobacteria_genera_incertae_sedis	Spartobacteria_genera_incertae_sedis, Russula	602
0.5	-0.05	Spartobacteria_genera_incertae_sedis	Spartobacteria_genera_incertae_sedis, Tomentella	604
0.5	-0.05	Spartobacteria_genera_incertae_sedis	Spartobacteria_genera_incertae_sedis, Trichoderma	605
0.5	-0.05	Spartobacteria_genera_incertae_sedis	Spartobacteria_genera_incertae_sedis, Umbelopsis	606
0.5	-0.05	Spartobacteria_genera_incertae_sedis	Spartobacteria_genera_incertae_sedis, Wilcoxina	607
0.5	-0.05	Sphingomonas	Sphingomonas, Absidia	608
0.5	-0.05	Sphingomonas	Sphingomonas, Amphinema	609
0.5	-0.05	Sphingomonas	Sphingomonas, Cenococcum	610
0.5	-0.05	Sphingomonas	Sphingomonas, Chaetomium	611
0.5	-0.05	Sphingomonas	Sphingomonas, Cryptococcus	612
0.5	-0.05	Sphingomonas	Sphingomonas, Inocybe	613
0.5	-0.05	Sphingomonas	Sphingomonas, Metarhizium	614
0.5	-0.05	Sphingomonas	Sphingomonas, Mortierella	615
0.5	-0.05	Sphingomonas	Sphingomonas, Mucor	616
0.5	-0.05	Sphingomonas	Sphingomonas, Ovicillium	617
0.5	-0.05	Sphingomonas	Sphingomonas, Penicillium	618
0.5	-0.05	Sphingomonas	Sphingomonas, Phialocephala	619
0.5	-0.05	Sphingomonas	Sphingomonas, Russula	620
0.5	-0.05	Sphingomonas	Sphingomonas, Tomentella	621
0.5	-0.05	Sphingomonas	Sphingomonas, Trichoderma	622
0.5	-0.05	Sphingomonas	Sphingomonas, Umbelopsis	623
0.5	-0.05	Sphingomonas	Sphingomonas, Wilcoxina	624
0.5	-0.05	Absidia	Absidia, Amphinema	1
0.5	-0.05	Absidia	Absidia, Cenococcum	2
0.5	-0.05	Absidia	Absidia, Chaetomium	3
0.5	-0.05	Absidia	Absidia, Cryptococcus	4
0.5	-0.05	Absidia	Absidia, Inocybe	5
0.5	-0.05	Absidia	Absidia, Metarhizium	6
0.5	-0.05	Absidia	Absidia, Mortierella	7
0.5	-0.05	Absidia	Absidia, Mucor	8
0.5	-0.05	Absidia	Absidia, Ovicillium	9
0.5	-0.05	Absidia	Absidia, Penicillium	10
0.5	-0.05	Absidia	Absidia, Phialocephala	11
0.5	-0.05	Absidia	Absidia, Russula	12
0.5	-0.05	Absidia	Absidia, Tomentella	13
0.5	-0.05	Absidia	Absidia, Trichoderma	14
0.5	-0.05	Absidia	Absidia, Umbelopsis	15
0.5	-0.05	Absidia	Absidia, Wilcoxina	16
0.5	-0.05	Amphinema	Amphinema, Cenococcum	17
0.5	-0.05	Amphinema	Amphinema, Chaetomium	18
0.5	-0.05	Amphinema	Amphinema, Cryptococcus	19
0.5	-0.05	Amphinema	Amphinema, Inocybe	20
0.5	-0.05	Amphinema	Amphinema, Metarhizium	21
0.5	-0.05	Amphinema	Amphinema, Mortierella	22
0.5	-0.05	Amphinema	Amphinema, Mucor	23
0.5	-0.05	Amphinema	Amphinema, Ovicillium	24
0.5	-0.05	Amphinema	Amphinema, Penicillium	25
0.5	-0.05	Amphinema	Amphinema, Phialocephala	26
0.5	-0.05	Amphinema	Amphinema, Russula	27
0.5	-0.05	Amphinema	Amphinema, Tomentella	28
0.5	-0.05	Amphinema	Amphinema, Trichoderma	29
0.5	-0.05	Amphinema	Amphinema, Umbelopsis	30
0.5	-0.05	Amphinema	Amphinema, Wilcoxina	31
0.5	-0.05	Cenococcum	Cenococcum, Chaetomium	166
0.5	-0.05	Cenococcum	Cenococcum, Cryptococcus	167
0.5	-0.05	Cenococcum	Cenococcum, Inocybe	168
0.5	-0.05	Cenococcum	Cenococcum, Metarhizium	169
0.5	-0.05	Cenococcum	Cenococcum, Mortierella	170
0.5	-0.05	Cenococcum	Cenococcum, Mucor	171
0.5	-0.05	Cenococcum	Cenococcum, Ovicillium	172
0.5	-0.05	Cenococcum	Cenococcum, Penicillium	173
0.5	-0.05	Cenococcum	Cenococcum, Phialocephala	174
0.5	-0.05	Cenococcum	Cenococcum, Russula	175
0.5	-0.05	Cenococcum	Cenococcum, Tomentella	176
0.5	-0.05	Cenococcum	Cenococcum, Trichoderma	177
0.5	-0.05	Cenococcum	Cenococcum, Umbelopsis	178
0.5	-0.05	Cenococcum	Cenococcum, Wilcoxina	179
0.5	-0.05	Chaetomium	Chaetomium, Cryptococcus	180
0.5	-0.05	Chaetomium	Chaetomium, Inocybe	181
0.5	-0.05	Chaetomium	Chaetomium, Metarhizium	182
0.5	-0.05	Chaetomium	Chaetomium, Mortierella	183
0.5	-0.05	Chaetomium	Chaetomium, Mucor	184
0.5	-0.05	Chaetomium	Chaetomium, Ovicillium	185
0.5	-0.05	Chaetomium	Chaetomium, Penicillium	186
0.5	-0.05	Chaetomium	Chaetomium, Phialocephala	187
0.5	-0.05	Chaetomium	Chaetomium, Russula	188
0.5	-0.05	Chaetomium	Chaetomium, Tomentella	189
0.5	-0.05	Chaetomium	Chaetomium, Trichoderma	190
0.5	-0.05	Chaetomium	Chaetomium, Umbelopsis	191
0.5	-0.05	Chaetomium	Chaetomium, Wilcoxina	192
0.5	-0.05	Cryptococcus	Cryptococcus, Inocybe	224
0.5	-0.05	Cryptococcus	Cryptococcus, Metarhizium	225
0.5	-0.05	Cryptococcus	Cryptococcus, Mortierella	226
0.5	-0.05	Cryptococcus	Cryptococcus, Mucor	227
0.5	-0.05	Cryptococcus	Cryptococcus, Ovicillium	228
0.5	-0.05	Cryptococcus	Cryptococcus, Penicillium	229
0.5	-0.05	Cryptococcus	Cryptococcus, Phialocephala	230
0.5	-0.05	Cryptococcus	Cryptococcus, Russula	231
0.5	-0.05	Cryptococcus	Cryptococcus, Tomentella	232
0.5	-0.05	Cryptococcus	Cryptococcus, Trichoderma	233
0.5	-0.05	Cryptococcus	Cryptococcus, Umbelopsis	234
0.5	-0.05	Cryptococcus	Cryptococcus, Wilcoxina	235
0.5	-0.05	Inocybe	Inocybe, Metarhizium	323
0.5	-0.05	Inocybe	Inocybe, Mortierella	324
0.5	-0.05	Inocybe	Inocybe, Mucor	325
0.5	-0.05	Inocybe	Inocybe, Ovicillium	326
0.5	-0.05	Inocybe	Inocybe, Penicillium	327
0.5	-0.05	Inocybe	Inocybe, Phialocephala	328
0.5	-0.05	Inocybe	Inocybe, Russula	329
0.5	-0.05	Inocybe	Inocybe, Tomentella	330
0.5	-0.05	Inocybe	Inocybe, Trichoderma	331
0.5	-0.05	Inocybe	Inocybe, Umbelopsis	332
0.5	-0.05	Inocybe	Inocybe, Wilcoxina	333
0.5	-0.05	Metarhizium	Metarhizium, Mortierella	412
0.5	-0.05	Metarhizium	Metarhizium, Mucor	413
0.5	-0.05	Metarhizium	Metarhizium, Ovicillium	414
0.5	-0.05	Metarhizium	Metarhizium, Penicillium	415
0.5	-0.05	Metarhizium	Metarhizium, Phialocephala	416
0.5	-0.05	Metarhizium	Metarhizium, Russula	417
0.5	-0.05	Metarhizium	Metarhizium, Tomentella	418
0.5	-0.05	Metarhizium	Metarhizium, Trichoderma	419
0.5	-0.05	Metarhizium	Metarhizium, Umbelopsis	420
0.5	-0.05	Metarhizium	Metarhizium, Wilcoxina	421
0.5	-0.05	Mortierella	Mortierella, Mucor	422
0.5	-0.05	Mortierella	Mortierella, Ovicillium	423
0.5	-0.05	Mortierella	Mortierella, Penicillium	424
0.5	-0.05	Mortierella	Mortierella, Phialocephala	425
0.5	-0.05	Mortierella	Mortierella, Russula	426
0.5	-0.05	Mortierella	Mortierella, Tomentella	427
0.5	-0.05	Mortierella	Mortierella, Trichoderma	428
0.5	-0.05	Mortierella	Mortierella, Umbelopsis	429
0.5	-0.05	Mortierella	Mortierella, Wilcoxina	430
0.5	-0.05	Mucor	Mucor, Ovicillium	455
0.5	-0.05	Mucor	Mucor, Penicillium	456
0.5	-0.05	Mucor	Mucor, Phialocephala	457
0.5	-0.05	Mucor	Mucor, Russula	458
0.5	-0.05	Mucor	Mucor, Tomentella	459
0.5	-0.05	Mucor	Mucor, Trichoderma	460
0.5	-0.05	Mucor	Mucor, Umbelopsis	461
0.5	-0.05	Mucor	Mucor, Wilcoxina	462
0.5	-0.05	Ovicillium	Ovicillium, Penicillium	486
0.5	-0.05	Ovicillium	Ovicillium, Phialocephala	487
0.5	-0.05	Ovicillium	Ovicillium, Russula	488
0.5	-0.05	Ovicillium	Ovicillium, Tomentella	489
0.5	-0.05	Ovicillium	Ovicillium, Trichoderma	490
0.5	-0.05	Ovicillium	Ovicillium, Umbelopsis	491
0.5	-0.05	Ovicillium	Ovicillium, Wilcoxina	492
0.5	-0.05	Penicillium	Penicillium, Phialocephala	536
0.5	-0.05	Penicillium	Penicillium, Russula	537
0.5	-0.05	Penicillium	Penicillium, Tomentella	538
0.5	-0.05	Penicillium	Penicillium, Trichoderma	539
0.5	-0.05	Penicillium	Penicillium, Umbelopsis	540
0.5	-0.05	Penicillium	Penicillium, Wilcoxina	541
0.5	-0.05	Phialocephala	Phialocephala, Russula	542
0.5	-0.05	Phialocephala	Phialocephala, Tomentella	543
0.5	-0.05	Phialocephala	Phialocephala, Trichoderma	544
0.5	-0.05	Phialocephala	Phialocephala, Umbelopsis	545
0.5	-0.05	Phialocephala	Phialocephala, Wilcoxina	546
0.5	-0.05	Russula	Russula, Tomentella	586
0.5	-0.05	Russula	Russula, Trichoderma	587
0.5	-0.05	Russula	Russula, Umbelopsis	588
0.5	-0.05	Russula	Russula, Wilcoxina	589
0.5	-0.05	Tomentella	Tomentella, Trichoderma	625
0.5	-0.05	Tomentella	Tomentella, Umbelopsis	626
0.5	-0.05	Tomentella	Tomentella, Wilcoxina	627
0.5	-0.05	Trichoderma	Trichoderma, Umbelopsis	628
0.5	-0.05	Trichoderma	Trichoderma, Wilcoxina	629
0.5	-0.05	Umbelopsis	Umbelopsis, Wilcoxina	630
