x	y	showSelected1
0.301412055233025	0.96609367890142	Bacillus, Bradyrhizobium
0.309307596432355	0.932231304085079	Bacillus, Bradyrhizobium
0.33732478357828	0.912132473051584	Bacillus, Bradyrhizobium
0.814132906014175	0.942547840275888	Bacillus, Bradyrhizobium
0.343598011421616	0.975644976017684	Bacillus, Bradyrhizobium
0.50346283868306	0.931374225674309	Bacillus, Bradyrhizobium
0.486070368397423	0.913107334130004	Bacillus, Bradyrhizobium
0.381651419783857	0.977231267089767	Bacillus, Bradyrhizobium
0.438357136314416	1	Bacillus, Bradyrhizobium
0.648013412132299	0.963692953504624	Bacillus, Bradyrhizobium
0.371675222676421	0.948026992333054	Bacillus, Bradyrhizobium
0.49621518693801	0.944527951865818	Bacillus, Bradyrhizobium
0.858134689667887	0.897230767600151	Bacillus, Bradyrhizobium
0.603454337493881	0.935611086914957	Bacillus, Bradyrhizobium
0.593482577546456	0.936028211792997	Bacillus, Bradyrhizobium
0.466783243118164	0.967448268688567	Bacillus, Bradyrhizobium
0.626981546181673	0.915516962933235	Bacillus, Bradyrhizobium
0.284241684368678	0.969789417486609	Bacillus, Bradyrhizobium
0.420244832441606	0.969789417486609	Bacillus, Bradyrhizobium
0.674983398938542	0.913107334130004	Bacillus, Bradyrhizobium
0.820675999266022	0.930079281809388	Bacillus, Bradyrhizobium
0.581418965732676	0.933930792166526	Bacillus, Bradyrhizobium
0.50346283868306	0.970120868826804	Bacillus, Bradyrhizobium
0.501079334552526	0.264675682239085	Bacillus, Bradyrhizobium
0.36644408195372	0.669817776508888	Bacillus, Bradyrhizobium
0.987178377356254	0	Bacillus, Bradyrhizobium
0.978854370692584	0.294218169166321	Bacillus, Bradyrhizobium
0.633049016940045	0.228397471926516	Bacillus, Bradyrhizobium
0.653485201421793	0	Bacillus, Bradyrhizobium
0.771531791836213	0	Bacillus, Bradyrhizobium
0.706480653797374	0	Bacillus, Bradyrhizobium
0.760121195189234	0	Bacillus, Bradyrhizobium
0.4780619177201	0.418519356586287	Bacillus, Bradyrhizobium
0.805281451388658	0	Bacillus, Bradyrhizobium
0.34962827598503	0.540309155356064	Bacillus, Bradyrhizobium
0	0.430350209425705	Bacillus, Bradyrhizobium
0	0	Bacillus, Bradyrhizobium
0	0	Bacillus, Bradyrhizobium
0.408357023766668	0.114851611874208	Bacillus, Bradyrhizobium
0.106493560782359	0	Bacillus, Bradyrhizobium
0.37674070525992	0	Bacillus, Bradyrhizobium
0.523608521137973	0	Bacillus, Bradyrhizobium
0.460858450987073	0	Bacillus, Bradyrhizobium
0.199796693452278	0.65448848748125	Bacillus, Bradyrhizobium
0	0	Bacillus, Bradyrhizobium
0	0	Bacillus, Bradyrhizobium
0.37674070525992	0.451631148335354	Bacillus, Bradyrhizobium
0.695329520380053	0.181429232310509	Bacillus, Bradyrhizobium
0.498663764857356	0	Bacillus, Bradyrhizobium
0.630644171129557	0.461277451365202	Bacillus, Bradyrhizobium
