x	y	label	showSelected1	group
-0.05	0.5	Cryptococcus	Pseudomonas, Cryptococcus	551
-0.05	0.5	Inocybe	Pseudomonas, Inocybe	552
-0.05	0.5	Metarhizium	Pseudomonas, Metarhizium	553
-0.05	0.5	Mortierella	Pseudomonas, Mortierella	554
-0.05	0.5	Mucor	Pseudomonas, Mucor	555
-0.05	0.5	Ovicillium	Pseudomonas, Ovicillium	556
-0.05	0.5	Penicillium	Pseudomonas, Penicillium	557
-0.05	0.5	Phialocephala	Pseudomonas, Phialocephala	558
-0.05	0.5	Russula	Pseudomonas, Russula	560
-0.05	0.5	Tomentella	Pseudomonas, Tomentella	563
-0.05	0.5	Trichoderma	Pseudomonas, Trichoderma	564
-0.05	0.5	Umbelopsis	Pseudomonas, Umbelopsis	565
-0.05	0.5	Wilcoxina	Pseudomonas, Wilcoxina	566
-0.05	0.5	Spartobacteria_genera_incertae_sedis	Rhizobium, Spartobacteria_genera_incertae_sedis	580
-0.05	0.5	Sphingomonas	Rhizobium, Sphingomonas	581
-0.05	0.5	Absidia	Rhizobium, Absidia	567
-0.05	0.5	Amphinema	Rhizobium, Amphinema	568
-0.05	0.5	Cenococcum	Rhizobium, Cenococcum	569
-0.05	0.5	Chaetomium	Rhizobium, Chaetomium	570
-0.05	0.5	Cryptococcus	Rhizobium, Cryptococcus	571
-0.05	0.5	Inocybe	Rhizobium, Inocybe	572
-0.05	0.5	Metarhizium	Rhizobium, Metarhizium	573
-0.05	0.5	Mortierella	Rhizobium, Mortierella	574
-0.05	0.5	Mucor	Rhizobium, Mucor	575
-0.05	0.5	Ovicillium	Rhizobium, Ovicillium	576
-0.05	0.5	Penicillium	Rhizobium, Penicillium	577
-0.05	0.5	Phialocephala	Rhizobium, Phialocephala	578
-0.05	0.5	Russula	Rhizobium, Russula	579
-0.05	0.5	Tomentella	Rhizobium, Tomentella	582
-0.05	0.5	Trichoderma	Rhizobium, Trichoderma	583
-0.05	0.5	Umbelopsis	Rhizobium, Umbelopsis	584
-0.05	0.5	Wilcoxina	Rhizobium, Wilcoxina	585
-0.05	0.5	Sphingomonas	Spartobacteria_genera_incertae_sedis, Sphingomonas	603
-0.05	0.5	Absidia	Spartobacteria_genera_incertae_sedis, Absidia	590
-0.05	0.5	Amphinema	Spartobacteria_genera_incertae_sedis, Amphinema	591
-0.05	0.5	Cenococcum	Spartobacteria_genera_incertae_sedis, Cenococcum	592
-0.05	0.5	Chaetomium	Spartobacteria_genera_incertae_sedis, Chaetomium	593
-0.05	0.5	Cryptococcus	Spartobacteria_genera_incertae_sedis, Cryptococcus	594
-0.05	0.5	Inocybe	Spartobacteria_genera_incertae_sedis, Inocybe	595
-0.05	0.5	Metarhizium	Spartobacteria_genera_incertae_sedis, Metarhizium	596
-0.05	0.5	Mortierella	Spartobacteria_genera_incertae_sedis, Mortierella	597
-0.05	0.5	Mucor	Spartobacteria_genera_incertae_sedis, Mucor	598
-0.05	0.5	Ovicillium	Spartobacteria_genera_incertae_sedis, Ovicillium	599
-0.05	0.5	Penicillium	Spartobacteria_genera_incertae_sedis, Penicillium	600
-0.05	0.5	Phialocephala	Spartobacteria_genera_incertae_sedis, Phialocephala	601
-0.05	0.5	Russula	Spartobacteria_genera_incertae_sedis, Russula	602
-0.05	0.5	Tomentella	Spartobacteria_genera_incertae_sedis, Tomentella	604
-0.05	0.5	Trichoderma	Spartobacteria_genera_incertae_sedis, Trichoderma	605
-0.05	0.5	Umbelopsis	Spartobacteria_genera_incertae_sedis, Umbelopsis	606
-0.05	0.5	Wilcoxina	Spartobacteria_genera_incertae_sedis, Wilcoxina	607
-0.05	0.5	Absidia	Sphingomonas, Absidia	608
-0.05	0.5	Amphinema	Sphingomonas, Amphinema	609
-0.05	0.5	Cenococcum	Sphingomonas, Cenococcum	610
-0.05	0.5	Chaetomium	Sphingomonas, Chaetomium	611
-0.05	0.5	Cryptococcus	Sphingomonas, Cryptococcus	612
-0.05	0.5	Inocybe	Sphingomonas, Inocybe	613
-0.05	0.5	Metarhizium	Sphingomonas, Metarhizium	614
-0.05	0.5	Mortierella	Sphingomonas, Mortierella	615
-0.05	0.5	Mucor	Sphingomonas, Mucor	616
-0.05	0.5	Ovicillium	Sphingomonas, Ovicillium	617
-0.05	0.5	Penicillium	Sphingomonas, Penicillium	618
-0.05	0.5	Phialocephala	Sphingomonas, Phialocephala	619
-0.05	0.5	Russula	Sphingomonas, Russula	620
-0.05	0.5	Tomentella	Sphingomonas, Tomentella	621
-0.05	0.5	Trichoderma	Sphingomonas, Trichoderma	622
-0.05	0.5	Umbelopsis	Sphingomonas, Umbelopsis	623
-0.05	0.5	Wilcoxina	Sphingomonas, Wilcoxina	624
-0.05	0.5	Amphinema	Absidia, Amphinema	1
-0.05	0.5	Cenococcum	Absidia, Cenococcum	2
-0.05	0.5	Chaetomium	Absidia, Chaetomium	3
-0.05	0.5	Cryptococcus	Absidia, Cryptococcus	4
-0.05	0.5	Inocybe	Absidia, Inocybe	5
-0.05	0.5	Metarhizium	Absidia, Metarhizium	6
-0.05	0.5	Mortierella	Absidia, Mortierella	7
-0.05	0.5	Mucor	Absidia, Mucor	8
-0.05	0.5	Ovicillium	Absidia, Ovicillium	9
-0.05	0.5	Penicillium	Absidia, Penicillium	10
-0.05	0.5	Phialocephala	Absidia, Phialocephala	11
-0.05	0.5	Russula	Absidia, Russula	12
-0.05	0.5	Tomentella	Absidia, Tomentella	13
-0.05	0.5	Trichoderma	Absidia, Trichoderma	14
-0.05	0.5	Umbelopsis	Absidia, Umbelopsis	15
-0.05	0.5	Wilcoxina	Absidia, Wilcoxina	16
-0.05	0.5	Cenococcum	Amphinema, Cenococcum	17
-0.05	0.5	Chaetomium	Amphinema, Chaetomium	18
-0.05	0.5	Cryptococcus	Amphinema, Cryptococcus	19
-0.05	0.5	Inocybe	Amphinema, Inocybe	20
-0.05	0.5	Metarhizium	Amphinema, Metarhizium	21
-0.05	0.5	Mortierella	Amphinema, Mortierella	22
-0.05	0.5	Mucor	Amphinema, Mucor	23
-0.05	0.5	Ovicillium	Amphinema, Ovicillium	24
-0.05	0.5	Penicillium	Amphinema, Penicillium	25
-0.05	0.5	Phialocephala	Amphinema, Phialocephala	26
-0.05	0.5	Russula	Amphinema, Russula	27
-0.05	0.5	Tomentella	Amphinema, Tomentella	28
-0.05	0.5	Trichoderma	Amphinema, Trichoderma	29
-0.05	0.5	Umbelopsis	Amphinema, Umbelopsis	30
-0.05	0.5	Wilcoxina	Amphinema, Wilcoxina	31
-0.05	0.5	Chaetomium	Cenococcum, Chaetomium	166
-0.05	0.5	Cryptococcus	Cenococcum, Cryptococcus	167
-0.05	0.5	Inocybe	Cenococcum, Inocybe	168
-0.05	0.5	Metarhizium	Cenococcum, Metarhizium	169
-0.05	0.5	Mortierella	Cenococcum, Mortierella	170
-0.05	0.5	Mucor	Cenococcum, Mucor	171
-0.05	0.5	Ovicillium	Cenococcum, Ovicillium	172
-0.05	0.5	Penicillium	Cenococcum, Penicillium	173
-0.05	0.5	Phialocephala	Cenococcum, Phialocephala	174
-0.05	0.5	Russula	Cenococcum, Russula	175
-0.05	0.5	Tomentella	Cenococcum, Tomentella	176
-0.05	0.5	Trichoderma	Cenococcum, Trichoderma	177
-0.05	0.5	Umbelopsis	Cenococcum, Umbelopsis	178
-0.05	0.5	Wilcoxina	Cenococcum, Wilcoxina	179
-0.05	0.5	Cryptococcus	Chaetomium, Cryptococcus	180
-0.05	0.5	Inocybe	Chaetomium, Inocybe	181
-0.05	0.5	Metarhizium	Chaetomium, Metarhizium	182
-0.05	0.5	Mortierella	Chaetomium, Mortierella	183
-0.05	0.5	Mucor	Chaetomium, Mucor	184
-0.05	0.5	Ovicillium	Chaetomium, Ovicillium	185
-0.05	0.5	Penicillium	Chaetomium, Penicillium	186
-0.05	0.5	Phialocephala	Chaetomium, Phialocephala	187
-0.05	0.5	Russula	Chaetomium, Russula	188
-0.05	0.5	Tomentella	Chaetomium, Tomentella	189
-0.05	0.5	Trichoderma	Chaetomium, Trichoderma	190
-0.05	0.5	Umbelopsis	Chaetomium, Umbelopsis	191
-0.05	0.5	Wilcoxina	Chaetomium, Wilcoxina	192
-0.05	0.5	Inocybe	Cryptococcus, Inocybe	224
-0.05	0.5	Metarhizium	Cryptococcus, Metarhizium	225
-0.05	0.5	Mortierella	Cryptococcus, Mortierella	226
-0.05	0.5	Mucor	Cryptococcus, Mucor	227
-0.05	0.5	Ovicillium	Cryptococcus, Ovicillium	228
-0.05	0.5	Penicillium	Cryptococcus, Penicillium	229
-0.05	0.5	Phialocephala	Cryptococcus, Phialocephala	230
-0.05	0.5	Russula	Cryptococcus, Russula	231
-0.05	0.5	Tomentella	Cryptococcus, Tomentella	232
-0.05	0.5	Trichoderma	Cryptococcus, Trichoderma	233
-0.05	0.5	Umbelopsis	Cryptococcus, Umbelopsis	234
-0.05	0.5	Wilcoxina	Cryptococcus, Wilcoxina	235
-0.05	0.5	Metarhizium	Inocybe, Metarhizium	323
-0.05	0.5	Mortierella	Inocybe, Mortierella	324
-0.05	0.5	Mucor	Inocybe, Mucor	325
-0.05	0.5	Ovicillium	Inocybe, Ovicillium	326
-0.05	0.5	Penicillium	Inocybe, Penicillium	327
-0.05	0.5	Phialocephala	Inocybe, Phialocephala	328
-0.05	0.5	Russula	Inocybe, Russula	329
-0.05	0.5	Tomentella	Inocybe, Tomentella	330
-0.05	0.5	Trichoderma	Inocybe, Trichoderma	331
-0.05	0.5	Umbelopsis	Inocybe, Umbelopsis	332
-0.05	0.5	Wilcoxina	Inocybe, Wilcoxina	333
-0.05	0.5	Mortierella	Metarhizium, Mortierella	412
-0.05	0.5	Mucor	Metarhizium, Mucor	413
-0.05	0.5	Ovicillium	Metarhizium, Ovicillium	414
-0.05	0.5	Penicillium	Metarhizium, Penicillium	415
-0.05	0.5	Phialocephala	Metarhizium, Phialocephala	416
-0.05	0.5	Russula	Metarhizium, Russula	417
-0.05	0.5	Tomentella	Metarhizium, Tomentella	418
-0.05	0.5	Trichoderma	Metarhizium, Trichoderma	419
-0.05	0.5	Umbelopsis	Metarhizium, Umbelopsis	420
-0.05	0.5	Wilcoxina	Metarhizium, Wilcoxina	421
-0.05	0.5	Mucor	Mortierella, Mucor	422
-0.05	0.5	Ovicillium	Mortierella, Ovicillium	423
-0.05	0.5	Penicillium	Mortierella, Penicillium	424
-0.05	0.5	Phialocephala	Mortierella, Phialocephala	425
-0.05	0.5	Russula	Mortierella, Russula	426
-0.05	0.5	Tomentella	Mortierella, Tomentella	427
-0.05	0.5	Trichoderma	Mortierella, Trichoderma	428
-0.05	0.5	Umbelopsis	Mortierella, Umbelopsis	429
-0.05	0.5	Wilcoxina	Mortierella, Wilcoxina	430
-0.05	0.5	Ovicillium	Mucor, Ovicillium	455
-0.05	0.5	Penicillium	Mucor, Penicillium	456
-0.05	0.5	Phialocephala	Mucor, Phialocephala	457
-0.05	0.5	Russula	Mucor, Russula	458
-0.05	0.5	Tomentella	Mucor, Tomentella	459
-0.05	0.5	Trichoderma	Mucor, Trichoderma	460
-0.05	0.5	Umbelopsis	Mucor, Umbelopsis	461
-0.05	0.5	Wilcoxina	Mucor, Wilcoxina	462
-0.05	0.5	Penicillium	Ovicillium, Penicillium	486
-0.05	0.5	Phialocephala	Ovicillium, Phialocephala	487
-0.05	0.5	Russula	Ovicillium, Russula	488
-0.05	0.5	Tomentella	Ovicillium, Tomentella	489
-0.05	0.5	Trichoderma	Ovicillium, Trichoderma	490
-0.05	0.5	Umbelopsis	Ovicillium, Umbelopsis	491
-0.05	0.5	Wilcoxina	Ovicillium, Wilcoxina	492
-0.05	0.5	Phialocephala	Penicillium, Phialocephala	536
-0.05	0.5	Russula	Penicillium, Russula	537
-0.05	0.5	Tomentella	Penicillium, Tomentella	538
-0.05	0.5	Trichoderma	Penicillium, Trichoderma	539
-0.05	0.5	Umbelopsis	Penicillium, Umbelopsis	540
-0.05	0.5	Wilcoxina	Penicillium, Wilcoxina	541
-0.05	0.5	Russula	Phialocephala, Russula	542
-0.05	0.5	Tomentella	Phialocephala, Tomentella	543
-0.05	0.5	Trichoderma	Phialocephala, Trichoderma	544
-0.05	0.5	Umbelopsis	Phialocephala, Umbelopsis	545
-0.05	0.5	Wilcoxina	Phialocephala, Wilcoxina	546
-0.05	0.5	Tomentella	Russula, Tomentella	586
-0.05	0.5	Trichoderma	Russula, Trichoderma	587
-0.05	0.5	Umbelopsis	Russula, Umbelopsis	588
-0.05	0.5	Wilcoxina	Russula, Wilcoxina	589
-0.05	0.5	Trichoderma	Tomentella, Trichoderma	625
-0.05	0.5	Umbelopsis	Tomentella, Umbelopsis	626
-0.05	0.5	Wilcoxina	Tomentella, Wilcoxina	627
-0.05	0.5	Umbelopsis	Trichoderma, Umbelopsis	628
-0.05	0.5	Wilcoxina	Trichoderma, Wilcoxina	629
-0.05	0.5	Wilcoxina	Umbelopsis, Wilcoxina	630
