x	y	label	showSelected1	group
-0.05	0.5	Spartobacteria_genera_incertae_sedis	Burkholderia, Spartobacteria_genera_incertae_sedis	128
-0.05	0.5	Sphingomonas	Burkholderia, Sphingomonas	129
-0.05	0.5	Absidia	Burkholderia, Absidia	101
-0.05	0.5	Amphinema	Burkholderia, Amphinema	102
-0.05	0.5	Cenococcum	Burkholderia, Cenococcum	104
-0.05	0.5	Chaetomium	Burkholderia, Chaetomium	105
-0.05	0.5	Cryptococcus	Burkholderia, Cryptococcus	107
-0.05	0.5	Inocybe	Burkholderia, Inocybe	111
-0.05	0.5	Metarhizium	Burkholderia, Metarhizium	115
-0.05	0.5	Mortierella	Burkholderia, Mortierella	116
-0.05	0.5	Mucor	Burkholderia, Mucor	118
-0.05	0.5	Ovicillium	Burkholderia, Ovicillium	120
-0.05	0.5	Penicillium	Burkholderia, Penicillium	123
-0.05	0.5	Phialocephala	Burkholderia, Phialocephala	124
-0.05	0.5	Russula	Burkholderia, Russula	127
-0.05	0.5	Tomentella	Burkholderia, Tomentella	130
-0.05	0.5	Trichoderma	Burkholderia, Trichoderma	131
-0.05	0.5	Umbelopsis	Burkholderia, Umbelopsis	132
-0.05	0.5	Wilcoxina	Burkholderia, Wilcoxina	133
-0.05	0.5	Chitinophaga	Cellvibrio, Chitinophaga	138
-0.05	0.5	Flavobacterium	Cellvibrio, Flavobacterium	140
-0.05	0.5	Gp16	Cellvibrio, Gp16	141
-0.05	0.5	Gp6	Cellvibrio, Gp6	142
-0.05	0.5	Kaistia	Cellvibrio, Kaistia	144
-0.05	0.5	Labrys	Cellvibrio, Labrys	145
-0.05	0.5	Luteibacter	Cellvibrio, Luteibacter	146
-0.05	0.5	Mucilaginibacter	Cellvibrio, Mucilaginibacter	149
-0.05	0.5	Mycobacterium	Cellvibrio, Mycobacterium	151
-0.05	0.5	Paenibacillus	Cellvibrio, Paenibacillus	153
-0.05	0.5	Pedobacter	Cellvibrio, Pedobacter	154
-0.05	0.5	Pseudomonas	Cellvibrio, Pseudomonas	157
-0.05	0.5	Rhizobium	Cellvibrio, Rhizobium	158
-0.05	0.5	Spartobacteria_genera_incertae_sedis	Cellvibrio, Spartobacteria_genera_incertae_sedis	160
-0.05	0.5	Sphingomonas	Cellvibrio, Sphingomonas	161
-0.05	0.5	Absidia	Cellvibrio, Absidia	134
-0.05	0.5	Amphinema	Cellvibrio, Amphinema	135
-0.05	0.5	Cenococcum	Cellvibrio, Cenococcum	136
-0.05	0.5	Chaetomium	Cellvibrio, Chaetomium	137
-0.05	0.5	Cryptococcus	Cellvibrio, Cryptococcus	139
-0.05	0.5	Inocybe	Cellvibrio, Inocybe	143
-0.05	0.5	Metarhizium	Cellvibrio, Metarhizium	147
-0.05	0.5	Mortierella	Cellvibrio, Mortierella	148
-0.05	0.5	Mucor	Cellvibrio, Mucor	150
-0.05	0.5	Ovicillium	Cellvibrio, Ovicillium	152
-0.05	0.5	Penicillium	Cellvibrio, Penicillium	155
-0.05	0.5	Phialocephala	Cellvibrio, Phialocephala	156
-0.05	0.5	Russula	Cellvibrio, Russula	159
-0.05	0.5	Tomentella	Cellvibrio, Tomentella	162
-0.05	0.5	Trichoderma	Cellvibrio, Trichoderma	163
-0.05	0.5	Umbelopsis	Cellvibrio, Umbelopsis	164
-0.05	0.5	Wilcoxina	Cellvibrio, Wilcoxina	165
-0.05	0.5	Flavobacterium	Chitinophaga, Flavobacterium	198
-0.05	0.5	Gp16	Chitinophaga, Gp16	199
-0.05	0.5	Gp6	Chitinophaga, Gp6	200
-0.05	0.5	Kaistia	Chitinophaga, Kaistia	202
-0.05	0.5	Labrys	Chitinophaga, Labrys	203
-0.05	0.5	Luteibacter	Chitinophaga, Luteibacter	204
-0.05	0.5	Mucilaginibacter	Chitinophaga, Mucilaginibacter	207
-0.05	0.5	Mycobacterium	Chitinophaga, Mycobacterium	209
-0.05	0.5	Paenibacillus	Chitinophaga, Paenibacillus	211
-0.05	0.5	Pedobacter	Chitinophaga, Pedobacter	212
-0.05	0.5	Pseudomonas	Chitinophaga, Pseudomonas	215
-0.05	0.5	Rhizobium	Chitinophaga, Rhizobium	216
-0.05	0.5	Spartobacteria_genera_incertae_sedis	Chitinophaga, Spartobacteria_genera_incertae_sedis	218
-0.05	0.5	Sphingomonas	Chitinophaga, Sphingomonas	219
-0.05	0.5	Absidia	Chitinophaga, Absidia	193
-0.05	0.5	Amphinema	Chitinophaga, Amphinema	194
-0.05	0.5	Cenococcum	Chitinophaga, Cenococcum	195
-0.05	0.5	Chaetomium	Chitinophaga, Chaetomium	196
-0.05	0.5	Cryptococcus	Chitinophaga, Cryptococcus	197
-0.05	0.5	Inocybe	Chitinophaga, Inocybe	201
-0.05	0.5	Metarhizium	Chitinophaga, Metarhizium	205
-0.05	0.5	Mortierella	Chitinophaga, Mortierella	206
-0.05	0.5	Mucor	Chitinophaga, Mucor	208
-0.05	0.5	Ovicillium	Chitinophaga, Ovicillium	210
-0.05	0.5	Penicillium	Chitinophaga, Penicillium	213
-0.05	0.5	Phialocephala	Chitinophaga, Phialocephala	214
-0.05	0.5	Russula	Chitinophaga, Russula	217
-0.05	0.5	Tomentella	Chitinophaga, Tomentella	220
-0.05	0.5	Trichoderma	Chitinophaga, Trichoderma	221
-0.05	0.5	Umbelopsis	Chitinophaga, Umbelopsis	222
-0.05	0.5	Wilcoxina	Chitinophaga, Wilcoxina	223
-0.05	0.5	Gp16	Flavobacterium, Gp16	241
-0.05	0.5	Gp6	Flavobacterium, Gp6	242
-0.05	0.5	Kaistia	Flavobacterium, Kaistia	244
-0.05	0.5	Labrys	Flavobacterium, Labrys	245
-0.05	0.5	Luteibacter	Flavobacterium, Luteibacter	246
-0.05	0.5	Mucilaginibacter	Flavobacterium, Mucilaginibacter	249
-0.05	0.5	Mycobacterium	Flavobacterium, Mycobacterium	251
-0.05	0.5	Paenibacillus	Flavobacterium, Paenibacillus	253
-0.05	0.5	Pedobacter	Flavobacterium, Pedobacter	254
-0.05	0.5	Pseudomonas	Flavobacterium, Pseudomonas	257
-0.05	0.5	Rhizobium	Flavobacterium, Rhizobium	258
-0.05	0.5	Spartobacteria_genera_incertae_sedis	Flavobacterium, Spartobacteria_genera_incertae_sedis	260
-0.05	0.5	Sphingomonas	Flavobacterium, Sphingomonas	261
-0.05	0.5	Absidia	Flavobacterium, Absidia	236
-0.05	0.5	Amphinema	Flavobacterium, Amphinema	237
-0.05	0.5	Cenococcum	Flavobacterium, Cenococcum	238
-0.05	0.5	Chaetomium	Flavobacterium, Chaetomium	239
-0.05	0.5	Cryptococcus	Flavobacterium, Cryptococcus	240
-0.05	0.5	Inocybe	Flavobacterium, Inocybe	243
-0.05	0.5	Metarhizium	Flavobacterium, Metarhizium	247
-0.05	0.5	Mortierella	Flavobacterium, Mortierella	248
-0.05	0.5	Mucor	Flavobacterium, Mucor	250
-0.05	0.5	Ovicillium	Flavobacterium, Ovicillium	252
-0.05	0.5	Penicillium	Flavobacterium, Penicillium	255
-0.05	0.5	Phialocephala	Flavobacterium, Phialocephala	256
-0.05	0.5	Russula	Flavobacterium, Russula	259
-0.05	0.5	Tomentella	Flavobacterium, Tomentella	262
-0.05	0.5	Trichoderma	Flavobacterium, Trichoderma	263
-0.05	0.5	Umbelopsis	Flavobacterium, Umbelopsis	264
-0.05	0.5	Wilcoxina	Flavobacterium, Wilcoxina	265
-0.05	0.5	Gp6	Gp16, Gp6	271
-0.05	0.5	Kaistia	Gp16, Kaistia	273
-0.05	0.5	Labrys	Gp16, Labrys	274
-0.05	0.5	Luteibacter	Gp16, Luteibacter	275
-0.05	0.5	Mucilaginibacter	Gp16, Mucilaginibacter	278
-0.05	0.5	Mycobacterium	Gp16, Mycobacterium	280
-0.05	0.5	Paenibacillus	Gp16, Paenibacillus	282
-0.05	0.5	Pedobacter	Gp16, Pedobacter	283
-0.05	0.5	Pseudomonas	Gp16, Pseudomonas	286
-0.05	0.5	Rhizobium	Gp16, Rhizobium	287
-0.05	0.5	Spartobacteria_genera_incertae_sedis	Gp16, Spartobacteria_genera_incertae_sedis	289
-0.05	0.5	Sphingomonas	Gp16, Sphingomonas	290
-0.05	0.5	Absidia	Gp16, Absidia	266
-0.05	0.5	Amphinema	Gp16, Amphinema	267
-0.05	0.5	Cenococcum	Gp16, Cenococcum	268
-0.05	0.5	Chaetomium	Gp16, Chaetomium	269
-0.05	0.5	Cryptococcus	Gp16, Cryptococcus	270
-0.05	0.5	Inocybe	Gp16, Inocybe	272
-0.05	0.5	Metarhizium	Gp16, Metarhizium	276
-0.05	0.5	Mortierella	Gp16, Mortierella	277
-0.05	0.5	Mucor	Gp16, Mucor	279
-0.05	0.5	Ovicillium	Gp16, Ovicillium	281
-0.05	0.5	Penicillium	Gp16, Penicillium	284
-0.05	0.5	Phialocephala	Gp16, Phialocephala	285
-0.05	0.5	Russula	Gp16, Russula	288
-0.05	0.5	Tomentella	Gp16, Tomentella	291
-0.05	0.5	Trichoderma	Gp16, Trichoderma	292
-0.05	0.5	Umbelopsis	Gp16, Umbelopsis	293
-0.05	0.5	Wilcoxina	Gp16, Wilcoxina	294
-0.05	0.5	Kaistia	Gp6, Kaistia	301
-0.05	0.5	Labrys	Gp6, Labrys	302
-0.05	0.5	Luteibacter	Gp6, Luteibacter	303
-0.05	0.5	Mucilaginibacter	Gp6, Mucilaginibacter	306
-0.05	0.5	Mycobacterium	Gp6, Mycobacterium	308
-0.05	0.5	Paenibacillus	Gp6, Paenibacillus	310
-0.05	0.5	Pedobacter	Gp6, Pedobacter	311
-0.05	0.5	Pseudomonas	Gp6, Pseudomonas	314
-0.05	0.5	Rhizobium	Gp6, Rhizobium	315
-0.05	0.5	Spartobacteria_genera_incertae_sedis	Gp6, Spartobacteria_genera_incertae_sedis	317
-0.05	0.5	Sphingomonas	Gp6, Sphingomonas	318
-0.05	0.5	Absidia	Gp6, Absidia	295
-0.05	0.5	Amphinema	Gp6, Amphinema	296
-0.05	0.5	Cenococcum	Gp6, Cenococcum	297
-0.05	0.5	Chaetomium	Gp6, Chaetomium	298
-0.05	0.5	Cryptococcus	Gp6, Cryptococcus	299
-0.05	0.5	Inocybe	Gp6, Inocybe	300
-0.05	0.5	Metarhizium	Gp6, Metarhizium	304
-0.05	0.5	Mortierella	Gp6, Mortierella	305
-0.05	0.5	Mucor	Gp6, Mucor	307
-0.05	0.5	Ovicillium	Gp6, Ovicillium	309
-0.05	0.5	Penicillium	Gp6, Penicillium	312
-0.05	0.5	Phialocephala	Gp6, Phialocephala	313
-0.05	0.5	Russula	Gp6, Russula	316
-0.05	0.5	Tomentella	Gp6, Tomentella	319
-0.05	0.5	Trichoderma	Gp6, Trichoderma	320
-0.05	0.5	Umbelopsis	Gp6, Umbelopsis	321
-0.05	0.5	Wilcoxina	Gp6, Wilcoxina	322
-0.05	0.5	Labrys	Kaistia, Labrys	340
-0.05	0.5	Luteibacter	Kaistia, Luteibacter	341
-0.05	0.5	Mucilaginibacter	Kaistia, Mucilaginibacter	344
-0.05	0.5	Mycobacterium	Kaistia, Mycobacterium	346
-0.05	0.5	Paenibacillus	Kaistia, Paenibacillus	348
-0.05	0.5	Pedobacter	Kaistia, Pedobacter	349
-0.05	0.5	Pseudomonas	Kaistia, Pseudomonas	352
-0.05	0.5	Rhizobium	Kaistia, Rhizobium	353
-0.05	0.5	Spartobacteria_genera_incertae_sedis	Kaistia, Spartobacteria_genera_incertae_sedis	355
-0.05	0.5	Sphingomonas	Kaistia, Sphingomonas	356
-0.05	0.5	Absidia	Kaistia, Absidia	334
-0.05	0.5	Amphinema	Kaistia, Amphinema	335
-0.05	0.5	Cenococcum	Kaistia, Cenococcum	336
-0.05	0.5	Chaetomium	Kaistia, Chaetomium	337
-0.05	0.5	Cryptococcus	Kaistia, Cryptococcus	338
-0.05	0.5	Inocybe	Kaistia, Inocybe	339
-0.05	0.5	Metarhizium	Kaistia, Metarhizium	342
-0.05	0.5	Mortierella	Kaistia, Mortierella	343
-0.05	0.5	Mucor	Kaistia, Mucor	345
-0.05	0.5	Ovicillium	Kaistia, Ovicillium	347
-0.05	0.5	Penicillium	Kaistia, Penicillium	350
-0.05	0.5	Phialocephala	Kaistia, Phialocephala	351
-0.05	0.5	Russula	Kaistia, Russula	354
-0.05	0.5	Tomentella	Kaistia, Tomentella	357
-0.05	0.5	Trichoderma	Kaistia, Trichoderma	358
-0.05	0.5	Umbelopsis	Kaistia, Umbelopsis	359
-0.05	0.5	Wilcoxina	Kaistia, Wilcoxina	360
-0.05	0.5	Luteibacter	Labrys, Luteibacter	367
-0.05	0.5	Mucilaginibacter	Labrys, Mucilaginibacter	370
-0.05	0.5	Mycobacterium	Labrys, Mycobacterium	372
-0.05	0.5	Paenibacillus	Labrys, Paenibacillus	374
-0.05	0.5	Pedobacter	Labrys, Pedobacter	375
-0.05	0.5	Pseudomonas	Labrys, Pseudomonas	378
-0.05	0.5	Rhizobium	Labrys, Rhizobium	379
-0.05	0.5	Spartobacteria_genera_incertae_sedis	Labrys, Spartobacteria_genera_incertae_sedis	381
-0.05	0.5	Sphingomonas	Labrys, Sphingomonas	382
-0.05	0.5	Absidia	Labrys, Absidia	361
-0.05	0.5	Amphinema	Labrys, Amphinema	362
-0.05	0.5	Cenococcum	Labrys, Cenococcum	363
-0.05	0.5	Chaetomium	Labrys, Chaetomium	364
-0.05	0.5	Cryptococcus	Labrys, Cryptococcus	365
-0.05	0.5	Inocybe	Labrys, Inocybe	366
-0.05	0.5	Metarhizium	Labrys, Metarhizium	368
-0.05	0.5	Mortierella	Labrys, Mortierella	369
-0.05	0.5	Mucor	Labrys, Mucor	371
-0.05	0.5	Ovicillium	Labrys, Ovicillium	373
-0.05	0.5	Penicillium	Labrys, Penicillium	376
-0.05	0.5	Phialocephala	Labrys, Phialocephala	377
-0.05	0.5	Russula	Labrys, Russula	380
-0.05	0.5	Tomentella	Labrys, Tomentella	383
-0.05	0.5	Trichoderma	Labrys, Trichoderma	384
-0.05	0.5	Umbelopsis	Labrys, Umbelopsis	385
-0.05	0.5	Wilcoxina	Labrys, Wilcoxina	386
-0.05	0.5	Mucilaginibacter	Luteibacter, Mucilaginibacter	395
-0.05	0.5	Mycobacterium	Luteibacter, Mycobacterium	397
-0.05	0.5	Paenibacillus	Luteibacter, Paenibacillus	399
-0.05	0.5	Pedobacter	Luteibacter, Pedobacter	400
-0.05	0.5	Pseudomonas	Luteibacter, Pseudomonas	403
-0.05	0.5	Rhizobium	Luteibacter, Rhizobium	404
-0.05	0.5	Spartobacteria_genera_incertae_sedis	Luteibacter, Spartobacteria_genera_incertae_sedis	406
-0.05	0.5	Sphingomonas	Luteibacter, Sphingomonas	407
-0.05	0.5	Absidia	Luteibacter, Absidia	387
-0.05	0.5	Amphinema	Luteibacter, Amphinema	388
-0.05	0.5	Cenococcum	Luteibacter, Cenococcum	389
-0.05	0.5	Chaetomium	Luteibacter, Chaetomium	390
-0.05	0.5	Cryptococcus	Luteibacter, Cryptococcus	391
-0.05	0.5	Inocybe	Luteibacter, Inocybe	392
-0.05	0.5	Metarhizium	Luteibacter, Metarhizium	393
-0.05	0.5	Mortierella	Luteibacter, Mortierella	394
-0.05	0.5	Mucor	Luteibacter, Mucor	396
-0.05	0.5	Ovicillium	Luteibacter, Ovicillium	398
-0.05	0.5	Penicillium	Luteibacter, Penicillium	401
-0.05	0.5	Phialocephala	Luteibacter, Phialocephala	402
-0.05	0.5	Russula	Luteibacter, Russula	405
-0.05	0.5	Tomentella	Luteibacter, Tomentella	408
-0.05	0.5	Trichoderma	Luteibacter, Trichoderma	409
-0.05	0.5	Umbelopsis	Luteibacter, Umbelopsis	410
-0.05	0.5	Wilcoxina	Luteibacter, Wilcoxina	411
-0.05	0.5	Mycobacterium	Mucilaginibacter, Mycobacterium	440
-0.05	0.5	Paenibacillus	Mucilaginibacter, Paenibacillus	442
-0.05	0.5	Pedobacter	Mucilaginibacter, Pedobacter	443
-0.05	0.5	Pseudomonas	Mucilaginibacter, Pseudomonas	446
-0.05	0.5	Rhizobium	Mucilaginibacter, Rhizobium	447
-0.05	0.5	Spartobacteria_genera_incertae_sedis	Mucilaginibacter, Spartobacteria_genera_incertae_sedis	449
-0.05	0.5	Sphingomonas	Mucilaginibacter, Sphingomonas	450
-0.05	0.5	Absidia	Mucilaginibacter, Absidia	431
-0.05	0.5	Amphinema	Mucilaginibacter, Amphinema	432
-0.05	0.5	Cenococcum	Mucilaginibacter, Cenococcum	433
-0.05	0.5	Chaetomium	Mucilaginibacter, Chaetomium	434
-0.05	0.5	Cryptococcus	Mucilaginibacter, Cryptococcus	435
-0.05	0.5	Inocybe	Mucilaginibacter, Inocybe	436
-0.05	0.5	Metarhizium	Mucilaginibacter, Metarhizium	437
-0.05	0.5	Mortierella	Mucilaginibacter, Mortierella	438
-0.05	0.5	Mucor	Mucilaginibacter, Mucor	439
-0.05	0.5	Ovicillium	Mucilaginibacter, Ovicillium	441
-0.05	0.5	Penicillium	Mucilaginibacter, Penicillium	444
-0.05	0.5	Phialocephala	Mucilaginibacter, Phialocephala	445
-0.05	0.5	Russula	Mucilaginibacter, Russula	448
-0.05	0.5	Tomentella	Mucilaginibacter, Tomentella	451
-0.05	0.5	Trichoderma	Mucilaginibacter, Trichoderma	452
-0.05	0.5	Umbelopsis	Mucilaginibacter, Umbelopsis	453
-0.05	0.5	Wilcoxina	Mucilaginibacter, Wilcoxina	454
-0.05	0.5	Paenibacillus	Mycobacterium, Paenibacillus	473
-0.05	0.5	Pedobacter	Mycobacterium, Pedobacter	474
-0.05	0.5	Pseudomonas	Mycobacterium, Pseudomonas	477
-0.05	0.5	Rhizobium	Mycobacterium, Rhizobium	478
-0.05	0.5	Spartobacteria_genera_incertae_sedis	Mycobacterium, Spartobacteria_genera_incertae_sedis	480
-0.05	0.5	Sphingomonas	Mycobacterium, Sphingomonas	481
-0.05	0.5	Absidia	Mycobacterium, Absidia	463
-0.05	0.5	Amphinema	Mycobacterium, Amphinema	464
-0.05	0.5	Cenococcum	Mycobacterium, Cenococcum	465
-0.05	0.5	Chaetomium	Mycobacterium, Chaetomium	466
-0.05	0.5	Cryptococcus	Mycobacterium, Cryptococcus	467
-0.05	0.5	Inocybe	Mycobacterium, Inocybe	468
-0.05	0.5	Metarhizium	Mycobacterium, Metarhizium	469
-0.05	0.5	Mortierella	Mycobacterium, Mortierella	470
-0.05	0.5	Mucor	Mycobacterium, Mucor	471
-0.05	0.5	Ovicillium	Mycobacterium, Ovicillium	472
-0.05	0.5	Penicillium	Mycobacterium, Penicillium	475
-0.05	0.5	Phialocephala	Mycobacterium, Phialocephala	476
-0.05	0.5	Russula	Mycobacterium, Russula	479
-0.05	0.5	Tomentella	Mycobacterium, Tomentella	482
-0.05	0.5	Trichoderma	Mycobacterium, Trichoderma	483
-0.05	0.5	Umbelopsis	Mycobacterium, Umbelopsis	484
-0.05	0.5	Wilcoxina	Mycobacterium, Wilcoxina	485
-0.05	0.5	Pedobacter	Paenibacillus, Pedobacter	503
-0.05	0.5	Pseudomonas	Paenibacillus, Pseudomonas	506
-0.05	0.5	Rhizobium	Paenibacillus, Rhizobium	507
-0.05	0.5	Spartobacteria_genera_incertae_sedis	Paenibacillus, Spartobacteria_genera_incertae_sedis	509
-0.05	0.5	Sphingomonas	Paenibacillus, Sphingomonas	510
-0.05	0.5	Absidia	Paenibacillus, Absidia	493
-0.05	0.5	Amphinema	Paenibacillus, Amphinema	494
-0.05	0.5	Cenococcum	Paenibacillus, Cenococcum	495
-0.05	0.5	Chaetomium	Paenibacillus, Chaetomium	496
-0.05	0.5	Cryptococcus	Paenibacillus, Cryptococcus	497
-0.05	0.5	Inocybe	Paenibacillus, Inocybe	498
-0.05	0.5	Metarhizium	Paenibacillus, Metarhizium	499
-0.05	0.5	Mortierella	Paenibacillus, Mortierella	500
-0.05	0.5	Mucor	Paenibacillus, Mucor	501
-0.05	0.5	Ovicillium	Paenibacillus, Ovicillium	502
-0.05	0.5	Penicillium	Paenibacillus, Penicillium	504
-0.05	0.5	Phialocephala	Paenibacillus, Phialocephala	505
-0.05	0.5	Russula	Paenibacillus, Russula	508
-0.05	0.5	Tomentella	Paenibacillus, Tomentella	511
-0.05	0.5	Trichoderma	Paenibacillus, Trichoderma	512
-0.05	0.5	Umbelopsis	Paenibacillus, Umbelopsis	513
-0.05	0.5	Wilcoxina	Paenibacillus, Wilcoxina	514
-0.05	0.5	Pseudomonas	Pedobacter, Pseudomonas	527
-0.05	0.5	Rhizobium	Pedobacter, Rhizobium	528
-0.05	0.5	Spartobacteria_genera_incertae_sedis	Pedobacter, Spartobacteria_genera_incertae_sedis	530
-0.05	0.5	Sphingomonas	Pedobacter, Sphingomonas	531
-0.05	0.5	Absidia	Pedobacter, Absidia	515
-0.05	0.5	Amphinema	Pedobacter, Amphinema	516
-0.05	0.5	Cenococcum	Pedobacter, Cenococcum	517
-0.05	0.5	Chaetomium	Pedobacter, Chaetomium	518
-0.05	0.5	Cryptococcus	Pedobacter, Cryptococcus	519
-0.05	0.5	Inocybe	Pedobacter, Inocybe	520
-0.05	0.5	Metarhizium	Pedobacter, Metarhizium	521
-0.05	0.5	Mortierella	Pedobacter, Mortierella	522
-0.05	0.5	Mucor	Pedobacter, Mucor	523
-0.05	0.5	Ovicillium	Pedobacter, Ovicillium	524
-0.05	0.5	Penicillium	Pedobacter, Penicillium	525
-0.05	0.5	Phialocephala	Pedobacter, Phialocephala	526
-0.05	0.5	Russula	Pedobacter, Russula	529
-0.05	0.5	Tomentella	Pedobacter, Tomentella	532
-0.05	0.5	Trichoderma	Pedobacter, Trichoderma	533
-0.05	0.5	Umbelopsis	Pedobacter, Umbelopsis	534
-0.05	0.5	Wilcoxina	Pedobacter, Wilcoxina	535
-0.05	0.5	Rhizobium	Pseudomonas, Rhizobium	559
-0.05	0.5	Spartobacteria_genera_incertae_sedis	Pseudomonas, Spartobacteria_genera_incertae_sedis	561
-0.05	0.5	Sphingomonas	Pseudomonas, Sphingomonas	562
-0.05	0.5	Absidia	Pseudomonas, Absidia	547
-0.05	0.5	Amphinema	Pseudomonas, Amphinema	548
-0.05	0.5	Cenococcum	Pseudomonas, Cenococcum	549
-0.05	0.5	Chaetomium	Pseudomonas, Chaetomium	550
